APN,Application Received,Application Year,Council District,Address,City,Zip,Units Withdrawn,Replacement Unit
5520016011,9/25/19,2019,13,439 N HELIOTROPE DR,LOS ANGELES ,90004,2,
5520016013,12/1/16,2016,13,427 N HELIOTROPE DR,LOS ANGELES ,90004,2,4
5520017009,8/28/17,2017,13,4055 W OAKWOOD AVE,LOS ANGELES ,90004,6,
5520017010,9/19/16,2016,13,4059 W OAKWOOD AVE,LOS ANGELES ,90004,17,
5520017018,12/1/17,2017,13,4138 W ROSEWOOD AVE,LOS ANGELES ,90004,4,
5520022001,8/27/18,2018,13,4114 W OAKWOOD AVE,LOS ANGELES ,90004,2,
5520023002,9/4/19,2019,13,332 N ALEXANDRIA AVE,LOS ANGELES ,90004,2,
5520023010,10/9/19,2019,13,341 N KENMORE AVE,LOS ANGELES ,90004,2,
5520023013,3/13/17,2017,13,325 N KENMORE AVE,LOS ANGELES ,90004,2,4
5520024009,9/20/17,2017,13,338 N MARIPOSA AVE,LOS ANGELES ,90004,4,14
5520026005,6/17/08,2008,13,341 N Normandie AVE,Los Angeles ,90004,2,2
5521004006,7/3/19,2019,13,638 N SERRANO AVE,LOS ANGELES ,90004,2,
5521005021,8/23/18,2018,13,635 N HARVARD BLVD,LOS ANGELES ,90004,4,
5521006003,1/27/17,2017,13,4760 W MELROSE AVE,LOS ANGELES ,90029,1,39
5521006004,1/27/17,2017,13,4766 W MELROSE AVE,LOS ANGELES ,90029,1,0
5521006015,2/13/19,2019,13,610 N HARVARD BLVD,LOS ANGELES ,90004,2,
5521006022,11/9/22,2022,13,629 N KINGSLEY DR,LOS ANGELES ,90004,2,
5521008011,12/23/13,2013,13,4519 W GILBERT PL,Los Angeles ,90004,1,
5521010004,5/29/19,2019,13,546 N HARVARD BLVD,LOS ANGELES ,90004,2,
5521010017,1/19/22,2022,13,543 N KINGSLEY DR,LOS ANGELES ,90004,2,
5521011002,3/1/18,2018,13,552 N HOBART BLVD,LOS ANGELES ,90004,2,26
5521014011,5/4/16,2016,13,555 N OXFORD AVE,LOS ANGELES ,90004,3,
5521015001,6/25/08,2008,13,4754 W MAPLEWOOD AVE,Los Angeles ,90004,9,
5521015002,3/7/08,2008,13,475 N OXFORD AVE,Los Angeles ,90004,9,
5521020005,12/21/18,2018,13,4507 W ROSEWOOD AVE,LOS ANGELES ,90004,2,
5521021006,10/29/18,2018,13,4457 W ROSEWOOD AVE,LOS ANGELES ,90004,2,4
5521021012,2/7/22,2022,13,4460 W MAPLEWOOD AVE,LOS ANGELES ,90004,2,
5521023015,10/16/19,2019,13,400 N KINGSLEY DR,LOS ANGELES ,90004,3,
5521024005,2/19/20,2020,13,428 N HARVARD BLVD,LOS ANGELES ,90004,2,
5521025018,9/25/19,2019,13,413 N HARVARD BLVD,LOS ANGELES ,90004,3,
5521025019,4/20/20,2020,13,407 N HARVARD BLVD,LOS ANGELES ,90004,2,4
5521028014,7/11/22,2022,13,318 N OXFORD AVE,LOS ANGELES ,90004,3,
5521028018,7/27/15,2015,13,4614 W OAKWOOD AVE,LOS ANGELES ,90004,2,10
5521029001,8/14/19,2019,13,338 N SERRANO AVE,LOS ANGELES ,90004,2,4
5522003003,6/29/18,2018,13,5212 W MELROSE AVE,LOS ANGELES ,90038,7,
5522006011,10/2/17,2017,4,5123 W CLINTON ST,LOS ANGELES ,90004,2,
5522007019,5/14/19,2019,13,626 N WILTON PL,LOS ANGELES ,90004,6,
5522007020,5/14/19,2019,13,630 N WILTON PL,LOS ANGELES ,90004,6,
5522007021,4/8/22,2022,13,620 N WILTON PL,LOS ANGELES ,90004,4,
5522007026,7/12/17,2017,13,5162 W MELROSE AVE,LOS ANGELES ,90038,2,
5522010008,3/12/19,2019,13,622 N MANHATTAN PL,LOS ANGELES ,90004,2,
5522013006,3/12/19,2019,13,517 N ST ANDREWS PL,LOS ANGELES ,90004,3,
5522013016,5/20/15,2015,13,522 N GRAMERCY PL,LOS ANGELES ,90004,2,51
5522014012,8/30/17,2017,13,523 N GRAMERCY PL,LOS ANGELES ,90004,3,32
5522014014,8/30/17,2017,13,517 N GRAMERCY PL,LOS ANGELES ,90004,3,0
5522015010,4/24/15,2015,13,5141 W MAPLEWOOD AVE,LOS ANGELES ,90004,1,
5522015012,11/27/17,2017,13,5133 W MAPLEWOOD AVE,LOS ANGELES ,90004,2,4
5522016018,8/25/17,2017,13,5128 W MAPLEWOOD AVE,LOS ANGELES ,90004,2,24
5522021019,1/16/19,2019,13,4939 W ELMWOOD AVE,LOS ANGELES ,90004,2,
5522022008,12/9/15,2015,13,412 N NORTON AVE,LOS ANGELES ,90004,12,35
5522022009,12/9/15,2015,13,424 N NORTON AVE,LOS ANGELES ,90004,10,
5522025019,3/14/16,2016,4,417 N NORTON AVE,LOS ANGELES ,90004,1,
5522028014,5/24/17,2017,13,4839 W BEVERLY BLVD,LOS ANGELES ,90004,3,16
5522029006,1/18/19,2019,13,307 N WILTON PL,LOS ANGELES ,90004,3,
5522030004,8/30/16,2016,13,4843 W OAKWOOD AVE,LOS ANGELES ,90004,3,
5522030006,8/30/16,2016,13,4831 W OAKWOOD AVE,LOS ANGELES ,90004,2,
5522030011,6/16/15,2015,4,4807 W OAKWOOD AVE,LOS ANGELES ,90004,2,
5522030013,6/18/18,2018,13,371 N ST ANDREWS PL,LOS ANGELES ,90004,4,
5522033015,7/3/19,2019,13,4804 W OAKWOOD AVE,LOS ANGELES ,90004,3,
5522033017,6/6/16,2016,13,4814 W OAKWOOD AVE,LOS ANGELES ,90004,2,11
5522033018,1/31/22,2022,13,4820 W OAKWOOD AVE,LOS ANGELES ,90004,2,
5522033025,4/14/17,2017,13,4858 W OAKWOOD AVE,LOS ANGELES ,90004,2,5
5523007003,10/29/18,2018,5,643 N ROSSMORE AVE,LOS ANGELES ,90004,2,
5523007007,3/25/22,2022,5,617 N ROSSMORE AVE,LOS ANGELES ,90004,6,
5523011019,7/5/16,2016,13,631 N LUCERNE BLVD,LOS ANGELES ,90004,2,
5523025026,3/4/20,2020,13,611 N IRVING BLVD,LOS ANGELES ,90004,4,
5523029035,1/21/15,2015,13,527 N WINDSOR BLVD,LOS ANGELES ,90004,2,
5524001006,8/20/18,2018,13,838 N ORANGE DR,LOS ANGELES ,90038,2,
5524001011,8/13/18,2018,13,816 N ORANGE DR,LOS ANGELES ,90038,2,
5524001018,4/5/17,2017,13,819 N MANSFIELD AVE,LOS ANGELES ,90038,2,
5524002001,7/21/14,2014,13,858 N MANSFIELD AVE,Los Angeles ,90038,2,
5524002018,8/11/17,2017,13,817 N CITRUS AVE,LOS ANGELES ,90038,2,
5524002019,7/6/15,2015,13,823 N CITRUS AVE,LOS ANGELES ,90038,2,
5524004002,9/21/16,2016,13,853 N MCCADDEN PL,LOS ANGELES ,90038,2,4
5524004005,5/11/22,2022,13,839 N MCCADDEN PL,LOS ANGELES ,90038,2,
5524004006,6/29/22,2022,13,833 N MCCADDEN PL,LOS ANGELES ,90038,2,
5524004009,1/20/22,2022,13,817 N MCCADDEN PL,LOS ANGELES ,90038,2,
5524004010,10/16/17,2017,4,813 N MCCADDEN PL,LOS ANGELES ,90038,2,
5524005002,5/22/20,2020,13,849 N LAS PALMAS AVE,LOS ANGELES ,90038,3,4
5524005005,2/4/19,2019,13,839 N LAS PALMAS AVE,LOS ANGELES ,90038,2,
5524005015,3/6/18,2018,13,808 N MCCADDEN PL,LOS ANGELES ,90038,2,
5524005016,3/8/17,2017,13,812 N MCCADDEN PL,LOS ANGELES ,90038,2,
5524005021,1/16/19,2019,4,836 N MCCADDEN PL,LOS ANGELES ,90038,3,
5524006008,7/15/15,2015,13,823 N CHEROKEE AVE,LOS ANGELES ,90038,3,
5524006027,12/20/13,2013,4,851 N CHEROKEE AVE,Los Angeles ,90038,2,
5524007008,5/21/21,2021,13,823 N JUNE ST,LOS ANGELES ,90038,4,
5524007010,12/1/17,2017,13,815 N JUNE ST,LOS ANGELES ,90038,4,
5525001006,4/14/20,2020,5,849 N ALTA VISTA BLVD,LOS ANGELES ,90046,2,
5525001027,3/21/18,2018,5,836 N POINSETTIA PL,LOS ANGELES ,90046,3,
5525002033,5/8/17,2017,5,844 N ALTA VISTA BLVD,LOS ANGELES ,90046,2,
5525003004,10/3/16,2016,5,807 N DETROIT ST,LOS ANGELES ,90046,4,
5525003006,6/5/14,2014,5,812 N FORMOSA AVE,Los Angeles ,90046,2,
5525003009,7/31/13,2013,5,818 N FORMOSA AVE,Los Angeles ,90046,2,
5525003022,9/17/18,2018,5,853 N DETROIT ST,LOS ANGELES ,90046,2,
5525003023,11/5/15,2015,5,859 N DETROIT ST,LOS ANGELES ,90046,3,
5525003030,6/5/14,2014,5,806 N FORMOSA AVE,Los Angeles ,90046,3,
5525004018,2/26/20,2020,5,828 N DETROIT ST,LOS ANGELES ,90046,2,
5525004022,5/16/17,2017,5,800 N DETROIT ST,LOS ANGELES ,90046,3,
5525005025,8/6/20,2020,13,817 N SYCAMORE AVE,LOS ANGELES ,90038,2,
5525006001,4/8/15,2015,5,858 N SYCAMORE AVE,LOS ANGELES ,90038,2,2
5525006003,4/8/15,2015,5,850 N SYCAMORE AVE,LOS ANGELES ,90038,2,2
5525006010,5/24/17,2017,13,820 N SYCAMORE AVE,LOS ANGELES ,90038,3,
5525006011,10/3/18,2018,13,816 N SYCAMORE AVE,LOS ANGELES ,90038,2,
5525006022,12/17/18,2018,13,829 N ORANGE DR,LOS ANGELES ,90038,2,2
5525006027,5/13/15,2015,5,853 N ORANGE DR,LOS ANGELES ,90038,2,2
5525006028,5/13/15,2015,5,859 N ORANGE DR,LOS ANGELES ,90038,2,2
5525013021,8/13/14,2014,5,616 N POINSETTIA PL,Los Angeles ,90036,2,
5525014024,8/2/16,2016,5,630 N ALTA VISTA BLVD,LOS ANGELES ,90036,2,
5525019022,5/18/16,2016,5,6926 W CLINTON ST,LOS ANGELES ,90036,4,
5525020017,7/31/17,2017,5,507 N SYCAMORE AVE,LOS ANGELES ,90036,2,
5525023019,10/9/14,2014,5,530 N ALTA VISTA BLVD,Los Angeles ,90036,3,
5525023020,6/11/15,2015,5,534 N ALTA VISTA BLVD,LOS ANGELES ,90036,2,
5525023021,9/12/18,2018,5,538 N ALTA VISTA BLVD,LOS ANGELES ,90036,2,
5525024004,12/20/17,2017,5,539 N ALTA VISTA BLVD,LOS ANGELES ,90036,2,
5525024017,11/5/18,2018,5,512 N POINSETTIA PL,LOS ANGELES ,90036,2,
5525024027,4/23/19,2019,5,535 N ALTA VISTA BLVD,LOS ANGELES ,90036,2,
5525025026,6/15/21,2021,5,418 N POINSETTIA PL,LOS ANGELES ,90036,2,
5525025028,12/2/14,2014,5,428 N POINSETTIA PL,LOS ANGELES ,90036,2,
5525025033,11/22/22,2022,5,454 N POINSETTIA PL,LOS ANGELES ,90036,2,
5525025041,2/9/22,2022,5,459 N ALTA VISTA BLVD,LOS ANGELES ,90036,,
5526001006,7/13/17,2017,5,829 N CURSON AVE,LOS ANGELES ,90046,2,
5526001008,1/16/19,2019,5,839 N CURSON AVE,LOS ANGELES ,90046,2,
5526001009,5/20/14,2014,5,843 N CURSON AVE,Los Angeles ,90046,2,
5526001017,1/12/18,2018,5,854 N STANLEY AVE,LOS ANGELES ,90046,2,
5526001019,7/17/17,2017,5,842 N STANLEY AVE,LOS ANGELES ,90046,2,
5526001026,5/5/16,2016,5,806 N STANLEY AVE,LOS ANGELES ,90046,2,
5526001031,9/25/18,2018,5,831 N CURSON AVE,LOS ANGELES ,90046,2,
5526002023,10/24/16,2016,5,832 N CURSON AVE,LOS ANGELES ,90046,2,1
5526002030,4/27/16,2016,5,802 N CURSON AVE,LOS ANGELES ,90046,2,
5526002035,3/2/16,2016,5,818 N CURSON AVE,LOS ANGELES ,90046,2,
5526002040,8/11/17,2017,5,833 N SIERRA BONITA AVE,LOS ANGELES ,90046,2,
5526003016,7/3/14,2014,5,846 N SIERRA BONITA AVE,Los Angeles ,90046,2,
5526003020,3/20/19,2019,5,828 N SIERRA BONITA AVE,LOS ANGELES ,90046,2,
5526003029,12/22/14,2014,5,842 N SIERRA BONITA AVE,LOS ANGELES ,90046,2,
5526004024,12/4/19,2019,5,849 N VISTA ST,LOS ANGELES ,90046,2,
5526004026,1/22/20,2020,5,859 N VISTA ST,LOS ANGELES ,90046,2,2
5526005006,9/15/16,2016,5,829 N MARTEL AVE,LOS ANGELES ,90046,2,
5526005023,1/12/21,2021,5,812 N VISTA ST,LOS ANGELES ,90046,2,
5526005028,3/29/16,2016,5,820 N VISTA ST,LOS ANGELES ,90046,2,
5526005029,3/17/21,2021,5,833 N MARTEL AVE,LOS ANGELES ,90046,2,
5526006010,11/16/12,2012,5,843 N FULLER AVE,Los Angeles ,90046,3,9
5526006020,2/11/19,2019,5,836 N MARTEL AVE,LOS ANGELES ,90046,2,
5526006033,5/3/17,2017,5,823 N FULLER AVE,LOS ANGELES ,90046,4,
5526007002,10/18/21,2021,5,852 N FULLER AVE,LOS ANGELES ,90046,3,
5526007003,10/18/21,2021,5,848 N FULLER AVE,LOS ANGELES ,90046,2,
5526017004,5/23/14,2014,5,637 N GARDNER ST,Los Angeles ,90036,2,
5526017005,5/22/14,2014,5,635 N GARDNER ST,Los Angeles ,90036,2,
5526018006,5/8/15,2015,5,627 N VISTA ST,LOS ANGELES ,90036,2,
5526018015,1/11/18,2018,5,606 N GARDNER ST,LOS ANGELES ,90036,2,
5526022009,3/16/22,2022,5,535 N POINSETTIA PL,LOS ANGELES ,90036,2,
5526022010,6/29/22,2022,5,531 N POINSETTIA PL,LOS ANGELES ,90036,2,
5526022016,7/5/17,2017,5,501 N POINSETTIA PL,LOS ANGELES ,90036,2,
5526024023,12/4/17,2017,5,544 N VISTA ST,LOS ANGELES ,90036,2,
5526025023,1/22/20,2020,5,538 N GARDNER ST,LOS ANGELES ,90036,2,
5526030033,1/22/20,2020,5,443 N SIERRA BONITA AVE,LOS ANGELES ,90036,6,
5526032014,8/31/16,2016,5,400 N GARDNER ST,LOS ANGELES ,90036,5,
5526035003,1/29/15,2015,5,455 N POINSETTIA PL,LOS ANGELES ,90036,2,
5527002021,3/25/22,2022,5,829 N ORANGE GROVE AVE,LOS ANGELES ,90046,2,
5527002022,12/17/15,2015,5,835 N ORANGE GROVE AVE,LOS ANGELES ,90046,2,
5527003003,9/2/15,2015,5,846 N ORANGE GROVE AVE,LOS ANGELES ,90046,2,
5527003007,8/14/18,2018,5,832 N ORANGE GROVE AVE,LOS ANGELES ,90046,2,
5527003018,6/22/22,2022,5,819 N OGDEN DR,LOS ANGELES ,90046,2,
5527003027,8/14/19,2019,5,842 N ORANGE GROVE AVE,LOS ANGELES ,90046,2,
5527003029,5/23/19,2019,5,829 N OGDEN DR,LOS ANGELES ,90046,2,
5527004005,3/26/15,2015,5,836 N OGDEN DR,LOS ANGELES ,90046,2,
5527004006,3/1/16,2016,5,832 N OGDEN DR,LOS ANGELES ,90046,2,
5527004010,2/5/20,2020,5,812 N OGDEN DR,LOS ANGELES ,90046,2,
5527004012,9/2/15,2015,5,800 N OGDEN DR,LOS ANGELES ,90046,3,
5527005002,9/12/18,2018,5,852 N GENESEE AVE,LOS ANGELES ,90046,2,
5527005006,10/28/21,2021,5,832 N GENESEE AVE,LOS ANGELES ,90046,2,
5527005008,11/30/15,2015,5,822 N GENESEE AVE,LOS ANGELES ,90046,2,
5527005009,2/19/20,2020,5,818 N GENESEE AVE,LOS ANGELES ,90046,2,
5527005012,10/22/18,2018,5,806 N GENESEE AVE,LOS ANGELES ,90046,3,
5527005018,6/1/18,2018,5,813 N SPAULDING AVE,LOS ANGELES ,90046,3,
5527005021,5/8/19,2019,5,829 N SPAULDING AVE,LOS ANGELES ,90046,2,
5527005023,3/24/16,2016,5,839 N SPAULDING AVE,LOS ANGELES ,90046,2,
5527005024,9/18/18,2018,5,843 N SPAULDING AVE,LOS ANGELES ,90046,2,
5527005025,1/22/20,2020,5,849 N SPAULDING AVE,LOS ANGELES ,90046,3,
5527006003,12/18/19,2019,5,807 N STANLEY AVE,LOS ANGELES ,90046,2,
5527013016,4/23/15,2015,5,750 N EDINBURGH AVE,LOS ANGELES ,90046,8,
5527020014,1/7/19,2019,5,528 N HAYWORTH AVE,LOS ANGELES ,90048,3,
5527026007,8/28/18,2018,5,453 N STANLEY AVE,LOS ANGELES ,90036,2,
5527028008,4/23/19,2019,5,429 N GENESEE AVE,LOS ANGELES ,90036,3,
5527032021,6/14/17,2017,5,429 N HAYWORTH AVE,LOS ANGELES ,90048,4,16
5527032022,4/17/17,2017,5,423 N HAYWORTH AVE,LOS ANGELES ,90048,4,0
5527032023,9/25/14,2014,5,419 N HAYWORTH AVE,Los Angeles ,90048,4,0
5527032024,2/23/15,2015,5,413 N HAYWORTH AVE,LOS ANGELES ,90048,2,33
5527032025,9/25/14,2014,5,407 N HAYWORTH AVE,Los Angeles ,90048,6,0
5527036002,7/13/21,2021,5,360 N HAYWORTH AVE,LOS ANGELES ,90048,6,
5527036004,10/31/18,2018,5,350 N HAYWORTH AVE,LOS ANGELES ,90048,4,
5527039008,10/22/15,2015,5,361 N GENESEE AVE,LOS ANGELES ,90036,2,4
5528001024,3/8/21,2021,5,745 N CROFT AVE,LOS ANGELES ,90069,2,
5528001027,8/18/17,2017,5,725 N CROFT AVE,LOS ANGELES ,90069,4,
5528001028,8/18/17,2017,5,721 N CROFT AVE,LOS ANGELES ,90069,2,
5528001029,10/15/18,2018,5,713 N CROFT AVE,LOS ANGELES ,90069,4,
5528001042,8/14/19,2019,5,718 N ALFRED ST,LOS ANGELES ,90069,4,
5528001043,8/14/19,2019,5,714 N ALFRED ST,LOS ANGELES ,90069,2,
5528001054,12/11/14,2014,5,705 N ALFRED ST,LOS ANGELES ,90069,2,
5528002033,9/6/16,2016,5,740 N CROFT AVE,LOS ANGELES ,90069,5,28
5528002034,9/6/16,2016,5,734 N CROFT AVE,LOS ANGELES ,90069,5,0
5528002035,9/6/16,2016,5,728 N CROFT AVE,LOS ANGELES ,90069,4,0
5528002036,9/6/16,2016,5,724 N CROFT AVE,LOS ANGELES ,90069,4,0
5528003034,7/14/15,2015,5,748 N SWEETZER AVE,LOS ANGELES ,90046,6,
5528003035,7/14/15,2015,5,742 N SWEETZER AVE,LOS ANGELES ,90046,6,
5528003036,7/14/15,2015,5,738 N SWEETZER AVE,LOS ANGELES ,90046,4,
5528003037,7/14/15,2015,5,734 N SWEETZER AVE,LOS ANGELES ,90046,4,
5528003038,7/14/15,2015,5,728 N SWEETZER AVE,LOS ANGELES ,90046,6,
5528003040,5/14/15,2015,5,714 N SWEETZER AVE,LOS ANGELES ,90046,14,26
5528004063,9/22/16,2016,5,516 N SWEETZER AVE,LOS ANGELES ,90048,2,
5528006010,9/7/21,2021,5,714 N LA JOLLA AVE,LOS ANGELES ,90046,2,
5528006019,5/28/20,2020,5,729 N KILKEA DR,LOS ANGELES ,90046,2,
5528006029,1/19/21,2021,5,738 N HARPER AVE,LOS ANGELES ,90046,2,
5528006030,4/23/19,2019,5,732 N HARPER AVE,LOS ANGELES ,90046,2,
5528008047,12/4/19,2019,5,519 N LAUREL AVE,LOS ANGELES ,90048,2,
5528010034,9/17/14,2014,5,636 N KILKEA DR,Los Angeles ,90048,2,
5528012013,4/8/08,2008,5,622 N HARPER AVE,Los Angeles ,90048,2,
5528013026,3/17/15,2015,5,617 N HARPER AVE,LOS ANGELES ,90048,2,
5528013027,2/13/15,2015,5,611 N HARPER AVE,LOS ANGELES ,90048,2,
5528013029,3/17/14,2014,5,601 N HARPER AVE,Los Angeles ,90048,2,
5529003019,10/29/09,2009,5,810 N CROFT AVE,Los Angeles ,90069,2,
5529003028,9/26/16,2016,5,829 N CROFT AVE,LOS ANGELES ,90069,2,
5529003029,9/26/16,2016,5,823 N CROFT AVE,LOS ANGELES ,90069,3,
5529007022,5/17/17,2017,5,1027 N CROFT AVE,LOS ANGELES ,90069,2,
5529007023,5/17/17,2017,5,1017 N CROFT AVE,LOS ANGELES ,90069,5,
5529007030,12/27/22,2022,5,1012 N ALFRED ST,LOS ANGELES ,90069,4,
5529007031,12/27/22,2022,5,1004 N ALFRED ST,LOS ANGELES ,90069,7,
5529007032,12/27/22,2022,5,8447 W ROMAINE ST,LOS ANGELES ,90069,2,
5529010031,10/24/12,2012,5,844 N HARPER AVE,Los Angeles ,90046,2,
5529010042,7/14/20,2020,5,815 N LA JOLLA AVE,LOS ANGELES ,90046,3,
5529010049,8/14/18,2018,5,849 N LA JOLLA AVE,LOS ANGELES ,90046,2,
5529016005,9/7/16,2016,5,838 N LA JOLLA AVE,LOS ANGELES ,90046,2,
5529016008,10/6/14,2014,5,824 N LA JOLLA AVE,Los Angeles ,90046,2,
5529016014,7/5/17,2017,5,801 N KILKEA DR,LOS ANGELES ,90046,2,2
5529016036,8/19/11,2011,5,800 N KILKEA DR,Los Angeles ,90046,2,
5529016049,2/5/20,2020,5,812 N LA JOLLA AVE,LOS ANGELES ,90046,2,
5529021037,2/12/19,2019,5,848 N HAYWORTH AVE,LOS ANGELES ,90046,6,
5529021047,11/10/16,2016,5,857 N HAYWORTH AVE,LOS ANGELES ,90046,5,
5529021052,1/24/18,2018,5,827 N HAYWORTH AVE,LOS ANGELES ,90046,4,
5531013011,9/18/18,2018,4,7024 W LEXINGTON ,LOS ANGELES ,90038,2,
5531025019,3/19/18,2018,5,941 N MARTEL AVE,LOS ANGELES ,90046,4,
5532003002,12/12/18,2018,13,1254 N LAS PALMAS AVE,LOS ANGELES ,90038,4,
5532003017,8/18/16,2016,13,1209 N CHEROKEE AVE,LOS ANGELES ,90038,3,
5532003031,7/25/18,2018,13,1260 N LAS PALMAS AVE,LOS ANGELES ,90038,2,
5532004010,2/2/12,2012,4,1210 N MCCADDEN PL,Los Angeles ,90038,3,
5532004016,5/26/11,2011,4,1211 N LAS PALMAS AVE,Los Angeles ,90038,3,
5532007017,8/20/19,2019,13,1239 N CITRUS AVE,LOS ANGELES ,90038,3,
5532008022,3/10/17,2017,4,1217 N MANSFIELD AVE,LOS ANGELES ,90038,4,
5532009026,6/19/18,2018,4,1216 N SYCAMORE AVE,LOS ANGELES ,90038,2,
5532011037,9/25/19,2019,13,6871 W WILLOUGHBY AVE,LOS ANGELES ,90038,4,
5532016004,2/5/20,2020,13,1146 N SYCAMORE AVE,LOS ANGELES ,90038,2,
5532017002,12/6/16,2016,4,6914 W LEXINGTON AVE,LOS ANGELES ,90038,2,
5532017004,12/6/16,2016,4,1150 N ORANGE DR,LOS ANGELES ,90038,2,
5532017006,12/6/16,2016,4,1140 N ORANGE DR,LOS ANGELES ,90038,2,
5533001056,8/31/16,2016,4,6521 1 W LEXINGTON AVE,LOS ANGELES ,90038,3,
5533001058,3/5/18,2018,4,6531 W LEXINGTON AVE,HOLLYWOOD ,90038,2,
5533007023,6/24/14,2014,13,1133 N VINE ST,HOLLYWOOD ,90038,31,
5533007028,6/24/14,2014,13,1132 N LILLIAN WAY,HOLLYWOOD ,90038,28,
5533008003,6/30/14,2014,13,1142 N CAHUENGA BLVD,Los Angeles ,90038,2,29
5533013016,8/5/16,2016,13,1002 N HUDSON AVE,LOS ANGELES ,90038,3,
5533013026,6/28/17,2017,13,1025 N WILCOX AVE,LOS ANGELES ,90038,10,
5533014011,6/12/14,2014,13,1002 N WILCOX AVE,Los Angeles ,90038,2,
5533021014,4/16/18,2018,13,900 N WILCOX AVE,LOS ANGELES ,90038,3,0
5533021023,5/11/21,2021,13,942 N WILCOX AVE,LOS ANGELES ,90038,3,
5533021029,9/27/17,2017,13,906 N WILCOX AVE,LOS ANGELES ,90038,3,17
5533022003,11/7/14,2014,13,947 N WILCOX AVE,Los Angeles ,90038,2,
5533022010,9/2/16,2016,13,911 N WILCOX AVE,LOS ANGELES ,90038,3,0
5533022011,8/17/16,2016,13,905 N WILCOX AVE,LOS ANGELES ,90038,4,17
5533022017,8/25/14,2014,13,906 N HUDSON AVE,Los Angeles ,90038,2,
5533023005,12/2/15,2015,13,935 N HUDSON AVE,LOS ANGELES ,90038,2,6
5533025004,2/26/13,2013,4,813 N HUDSON AVE,Los Angeles ,90038,4,34
5533025005,2/26/13,2013,13,807 N HUDSON AVE,Los Angeles ,90038,4,0
5533026008,10/12/11,2011,13,802 N HUDSON AVE,Los Angeles ,90038,2,23
5533026015,11/5/14,2014,13,836 N HUDSON AVE,Los Angeles ,90038,3,11
5533026024,10/16/17,2017,13,843 N WILCOX AVE,LOS ANGELES ,90038,2,
5533027024,2/3/15,2015,13,846 N WILCOX AVE,LOS ANGELES ,90028,4,
5533032015,6/26/18,2018,13,711 N LILLIAN WAY,LOS ANGELES ,90038,8,
5533032016,6/9/17,2017,13,717 N LILLIAN WAY,LOS ANGELES ,90038,6,
5533032021,1/3/18,2018,13,743 N LILLIAN WAY,LOS ANGELES ,90038,2,
5533032022,8/4/16,2016,13,747 N LILLIAN WAY,LOS ANGELES ,90038,2,8
5533033008,5/15/17,2017,13,720 N COLE AVE,LOS ANGELES ,90038,3,
5533033018,8/20/19,2019,13,731 N CAHUENGA BLVD,LOS ANGELES ,90038,4,
5533033027,2/17/22,2022,13,705 N CAHUENGA BLVD,LOS ANGELES ,90038,2,
5533034008,10/27/14,2014,13,723 N COLE AVE,Los Angeles ,90038,2,0
5533034009,9/17/14,2014,13,717 N COLE AVE,Los Angeles ,90038,2,0
5533034014,9/7/11,2011,13,716 N WILCOX AVE,Los Angeles ,90038,3,103
5533034015,9/7/11,2011,13,722 N WILCOX AVE,Los Angeles ,90038,2,0
5533034021,4/28/14,2014,13,752 N WILCOX AVE,Los Angeles ,90038,5,36
5533034022,4/28/14,2014,13,758 N WILCOX AVE,Los Angeles ,90038,4,0
5533034026,5/6/15,2015,13,733 N COLE AVE,LOS ANGELES ,90038,2,84
5533034027,9/17/14,2014,13,727 N COLE AVE,LOS ANGELES ,90038,2,0
5533035007,1/6/16,2016,4,729 N WILCOX AVE,LOS ANGELES ,90038,3,0
5533035009,1/6/16,2016,4,723 N WILCOX AVE,LOS ANGELES ,90038,2,20
5533035020,9/2/16,2016,13,720 N HUDSON AVE,LOS ANGELES ,90038,3,17
5533035021,10/30/15,2015,13,728 N HUDSON AVE,LOS ANGELES ,90038,3,0
5533036005,11/18/14,2014,13,739 N HUDSON AVE,LOS ANGELES ,90038,8,
5533036006,11/18/14,2014,13,733 N HUDSON AVE,LOS ANGELES ,90038,3,
5534004012,7/8/20,2020,13,1255 N GOWER ST,HOLLYWOOD ,90038,2,
5534005012,2/18/22,2022,13,6222 W BANNER AVE,HOLLYWOOD ,90038,3,
5534009003,2/22/21,2021,13,1245 N BRONSON AVE,HOLLYWOOD ,90038,2,
5534009004,2/22/21,2021,13,1241 N BRONSON AVE,HOLLYWOOD ,90038,3,
5534009011,3/31/17,2017,13,1205 N BRONSON AVE,LOS ANGELES ,90038,2,
5534010005,4/19/18,2018,13,1139 N BRONSON AVE,HOLLYWOOD ,90038,2,
5534010016,1/16/19,2019,13,1130 N TAMARIND AVE,HOLLYWOOD ,90038,2,
5534010016,11/12/19,2019,13,1130 N TAMARIND AVE,HOLLYWOOD ,90038,2,
5534011020,3/21/14,2014,13,1238 N GORDON ST,HOLLYWOOD ,90038,2,
5534012004,3/30/18,2018,13,1147 N TAMARIND AVE,HOLLYWOOD ,90038,2,4
5534013018,3/12/19,2019,13,1222 N BEACHWOOD DR,HOLLYWOOD ,90038,3,
5534014003,8/1/18,2018,13,1151 N GORDON ST,HOLLYWOOD ,90038,2,
5534014015,10/18/17,2017,13,1124 N BEACHWOOD DR,HOLLYWOOD ,90038,3,
5534014017,4/18/18,2018,13,1130 N BEACHWOOD DR,HOLLYWOOD ,90038,2,
5534015004,3/28/18,2018,13,1255 N BEACHWOOD DR,HOLLYWOOD ,90038,4,
